date,borough,events_count,borough_normalized_events,day_normalized_events,total_events_by_borough,total_events_by_day
2013-10-14,M,9,0.00031269543464665416,0.4090909090909091,28782,22
2013-08-13,Q,9,0.0008415147265077139,0.15789473684210525,10695,57
2016-07-21,X,9,0.0005867014341590613,0.11688311688311688,15340,77
2014-12-26,M,9,0.00031269543464665416,0.4090909090909091,28782,22
2018-12-15,X,9,0.0005867014341590613,0.32142857142857145,15340,28
2016-11-05,Q,9,0.0008415147265077139,0.16981132075471697,10695,53
2017-08-16,X,9,0.0005867014341590613,0.14754098360655737,15340,61
2013-06-09,Q,9,0.0008415147265077139,0.2,10695,45
2013-03-09,M,9,0.00031269543464665416,0.28125,28782,32
2016-12-07,X,9,0.0005867014341590613,0.45,15340,20
2015-07-20,Q,9,0.0008415147265077139,0.16981132075471697,10695,53
2015-07-16,X,9,0.0005867014341590613,0.11688311688311688,15340,77
2018-05-20,Q,9,0.0008415147265077139,0.16981132075471697,10695,53
2014-08-21,B,9,0.0007813178227276674,0.17307692307692307,11519,52
2016-03-26,M,9,0.00031269543464665416,0.2647058823529412,28782,34
2014-10-16,Q,9,0.0008415147265077139,0.20930232558139536,10695,43
2016-09-09,M,9,0.00031269543464665416,0.3,28782,30
2016-11-17,X,9,0.0005867014341590613,0.375,15340,24
2014-10-16,X,9,0.0005867014341590613,0.20930232558139536,15340,43
2016-10-15,R,9,0.0010213345438039039,0.06338028169014084,8812,142
2014-07-18,B,9,0.0007813178227276674,0.20454545454545456,11519,44
2017-05-03,R,9,0.0010213345438039039,0.3,8812,30
2013-08-16,B,9,0.0007813178227276674,0.18,11519,50
2013-03-27,M,9,0.00031269543464665416,0.4090909090909091,28782,22
2016-08-14,M,9,0.00031269543464665416,0.16666666666666666,28782,54
2014-08-15,X,9,0.0005867014341590613,0.16666666666666666,15340,54
2016-07-19,B,9,0.0007813178227276674,0.13636363636363635,11519,66
2015-10-16,R,9,0.0010213345438039039,0.32142857142857145,8812,28
2018-11-17,R,9,0.0010213345438039039,0.16071428571428573,8812,56
2016-10-16,B,9,0.0007813178227276674,0.19148936170212766,11519,47
2014-07-18,X,9,0.0005867014341590613,0.20454545454545456,15340,44
2014-07-19,Q,9,0.0008415147265077139,0.12,10695,75
2017-06-14,R,9,0.0010213345438039039,0.2,8812,45
2017-08-14,B,9,0.0007813178227276674,0.36,11519,25
2016-12-08,M,9,0.00031269543464665416,0.391304347826087,28782,23
2015-09-11,M,9,0.00031269543464665416,0.4090909090909091,28782,22
2014-10-22,X,9,0.0005867014341590613,0.25,15340,36
2017-06-13,X,9,0.0005867014341590613,0.225,15340,40
2015-06-14,X,9,0.0005867014341590613,0.2,15340,45
2018-03-25,B,9,0.0007813178227276674,0.34615384615384615,11519,26
2018-10-15,M,9,0.00031269543464665416,0.391304347826087,28782,23
2015-05-03,X,9,0.0005867014341590613,0.2,15340,45
2018-09-11,Q,9,0.0008415147265077139,0.24324324324324326,10695,37
2013-08-15,Q,9,0.0008415147265077139,0.16363636363636364,10695,55
2018-11-04,R,9,0.0010213345438039039,0.2903225806451613,8812,31
2016-10-27,X,9,0.0005867014341590613,0.24324324324324326,15340,37
2018-09-09,Q,9,0.0008415147265077139,0.21951219512195122,10695,41
2016-07-18,B,9,0.0007813178227276674,0.3333333333333333,11519,27
2014-12-27,X,9,0.0005867014341590613,0.4090909090909091,15340,22
2015-09-13,Q,9,0.0008415147265077139,0.21428571428571427,10695,42
2013-06-15,X,9,0.0005867014341590613,0.10843373493975904,15340,83
2017-01-07,M,9,0.00031269543464665416,0.2647058823529412,28782,34
2018-07-19,B,9,0.0007813178227276674,0.10843373493975904,11519,83
2018-11-18,M,9,0.00031269543464665416,0.2571428571428571,28782,35
2018-03-21,B,9,0.0007813178227276674,0.45,11519,20
2017-06-11,X,9,0.0005867014341590613,0.14285714285714285,15340,63
2014-05-22,X,9,0.0005867014341590613,0.17647058823529413,15340,51
2014-06-16,B,9,0.0007813178227276674,0.24324324324324326,11519,37
2013-12-08,Q,9,0.0008415147265077139,0.3103448275862069,10695,29
2013-03-29,M,9,0.00031269543464665416,0.5294117647058824,28782,17
2018-09-14,R,9,0.0010213345438039039,0.25,8812,36
2015-05-04,M,9,0.00031269543464665416,0.45,28782,20
2016-06-11,R,9,0.0010213345438039039,0.075,8812,120
2017-07-16,X,9,0.0005867014341590613,0.1323529411764706,15340,68
2013-03-21,M,9,0.00031269543464665416,0.5,28782,18
2016-09-15,B,9,0.0007813178227276674,0.21428571428571427,11519,42
2016-09-06,X,9,0.0005867014341590613,0.1956521739130435,15340,46
2014-10-17,Q,9,0.0008415147265077139,0.225,10695,40
2014-05-04,Q,9,0.0008415147265077139,0.19148936170212766,10695,47
2014-10-15,X,9,0.0005867014341590613,0.2571428571428571,15340,35
2014-06-15,B,9,0.0007813178227276674,0.225,11519,40
2017-10-31,X,9,0.0005867014341590613,0.2903225806451613,15340,31
2013-03-23,X,9,0.0005867014341590613,0.24324324324324326,15340,37
2014-11-16,M,9,0.00031269543464665416,0.32142857142857145,28782,28
2018-08-01,X,9,0.0005867014341590613,0.13846153846153847,15340,65
2015-08-14,Q,9,0.0008415147265077139,0.17307692307692307,10695,52
2018-03-22,B,9,0.0007813178227276674,0.45,11519,20
2016-08-02,B,9,0.0007813178227276674,0.1267605633802817,11519,71
2014-02-08,X,9,0.0005867014341590613,0.28125,15340,32
2013-03-28,M,9,0.00031269543464665416,0.47368421052631576,28782,19
2018-08-01,Q,9,0.0008415147265077139,0.13846153846153847,10695,65
2016-07-17,Q,9,0.0008415147265077139,0.17307692307692307,10695,52
2014-03-28,M,9,0.00031269543464665416,0.42857142857142855,28782,21
2016-01-09,M,9,0.00031269543464665416,0.2727272727272727,28782,33
2014-05-04,B,9,0.0007813178227276674,0.19148936170212766,11519,47
2014-09-14,Q,9,0.0008415147265077139,0.23684210526315788,10695,38
2017-07-19,X,9,0.0005867014341590613,0.15517241379310345,15340,58
2016-04-29,M,9,0.00031269543464665416,0.25,28782,36
2016-05-15,M,9,0.00031269543464665416,0.23684210526315788,28782,38
2017-02-05,X,9,0.0005867014341590613,0.45,15340,20
2014-09-26,X,9,0.0005867014341590613,0.1956521739130435,15340,46
2017-09-23,R,9,0.0010213345438039039,0.10112359550561797,8812,89
2014-12-07,X,9,0.0005867014341590613,0.2571428571428571,15340,35
2016-07-13,B,9,0.0007813178227276674,0.13846153846153847,11519,65
2018-03-11,X,9,0.0005867014341590613,0.34615384615384615,15340,26
2017-09-24,X,9,0.0005867014341590613,0.1956521739130435,15340,46
2014-02-06,M,9,0.00031269543464665416,0.47368421052631576,28782,19
2014-09-26,Q,9,0.0008415147265077139,0.1956521739130435,10695,46
2016-06-07,B,9,0.0007813178227276674,0.16071428571428573,11519,56
2017-06-23,X,9,0.0005867014341590613,0.19148936170212766,15340,47
2013-04-08,M,9,0.00031269543464665416,0.8181818181818182,28782,11
2013-08-11,X,9,0.0005867014341590613,0.18,15340,50
2017-05-24,R,9,0.0010213345438039039,0.2647058823529412,8812,34
2015-06-22,M,9,0.00031269543464665416,0.45,28782,20
2017-07-31,B,9,0.0007813178227276674,0.3333333333333333,11519,27
2014-09-23,X,9,0.0005867014341590613,0.19148936170212766,15340,47
2014-09-23,Q,9,0.0008415147265077139,0.19148936170212766,10695,47
2016-05-15,Q,9,0.0008415147265077139,0.23684210526315788,10695,38
2018-06-24,Q,9,0.0008415147265077139,0.1956521739130435,10695,46
2014-06-22,Q,9,0.0008415147265077139,0.1956521739130435,10695,46
2014-04-07,M,9,0.00031269543464665416,0.42857142857142855,28782,21
2016-05-07,R,9,0.0010213345438039039,0.1111111111111111,8812,81
2016-04-07,B,9,0.0007813178227276674,0.3103448275862069,11519,29
2015-05-08,X,9,0.0005867014341590613,0.24324324324324326,15340,37
2015-08-30,X,9,0.0005867014341590613,0.25,15340,36
2015-08-30,Q,9,0.0008415147265077139,0.25,10695,36
2017-06-22,R,9,0.0010213345438039039,0.17647058823529413,8812,51
2014-07-23,Q,9,0.0008415147265077139,0.14754098360655737,10695,61
2013-05-19,B,9,0.0007813178227276674,0.15517241379310345,11519,58
2016-08-11,X,9,0.0005867014341590613,0.1125,15340,80
2018-11-05,M,9,0.00031269543464665416,0.5,28782,18
2014-09-24,X,9,0.0005867014341590613,0.21951219512195122,15340,41
2013-11-23,M,9,0.00031269543464665416,0.28125,28782,32
2013-08-04,B,9,0.0007813178227276674,0.1836734693877551,11519,49
2014-01-04,X,9,0.0005867014341590613,0.4090909090909091,15340,22
2014-12-10,M,9,0.00031269543464665416,0.4090909090909091,28782,22
2015-09-25,R,9,0.0010213345438039039,0.28125,8812,32
2017-10-25,X,9,0.0005867014341590613,0.3333333333333333,15340,27
2013-04-06,R,9,0.0010213345438039039,0.15517241379310345,8812,58
2013-10-21,M,9,0.00031269543464665416,0.391304347826087,28782,23
2018-05-07,M,9,0.00031269543464665416,0.8181818181818182,28782,11
2016-07-12,B,9,0.0007813178227276674,0.14754098360655737,11519,61
2014-01-25,X,9,0.0005867014341590613,0.391304347826087,15340,23
2018-09-23,R,9,0.0010213345438039039,0.21428571428571427,8812,42
2016-11-12,B,9,0.0007813178227276674,0.2,11519,45
2014-08-17,B,9,0.0007813178227276674,0.1836734693877551,11519,49
2016-03-12,M,9,0.00031269543464665416,0.25,28782,36
2015-05-24,Q,9,0.0008415147265077139,0.2647058823529412,10695,34
2018-08-29,X,9,0.0005867014341590613,0.15,15340,60
2017-10-20,M,9,0.00031269543464665416,0.375,28782,24
2016-06-07,X,9,0.0005867014341590613,0.16071428571428573,15340,56
2016-06-05,B,9,0.0007813178227276674,0.18,11519,50
2013-11-01,M,9,0.00031269543464665416,0.391304347826087,28782,23
2017-08-29,B,9,0.0007813178227276674,0.19148936170212766,11519,47
2018-08-17,R,9,0.0010213345438039039,0.15254237288135594,8812,59
2016-09-01,X,9,0.0005867014341590613,0.18,15340,50
2013-10-26,R,9,0.0010213345438039039,0.11688311688311688,8812,77
2016-08-03,Q,9,0.0008415147265077139,0.12857142857142856,10695,70
2017-09-01,M,9,0.00031269543464665416,0.34615384615384615,28782,26
2013-03-09,X,9,0.0005867014341590613,0.28125,15340,32
2018-08-03,X,9,0.0005867014341590613,0.1875,15340,48
2017-04-08,B,9,0.0007813178227276674,0.15789473684210525,11519,57
2013-09-22,Q,9,0.0008415147265077139,0.21428571428571427,10695,42
2014-04-29,X,9,0.0005867014341590613,0.21951219512195122,15340,41
2013-08-11,B,9,0.0007813178227276674,0.18,11519,50
2016-10-13,M,9,0.00031269543464665416,0.28125,28782,32
2017-09-01,X,9,0.0005867014341590613,0.34615384615384615,15340,26
2016-07-31,X,9,0.0005867014341590613,0.1836734693877551,15340,49
2018-05-06,X,9,0.0005867014341590613,0.21428571428571427,15340,42
2016-10-13,X,9,0.0005867014341590613,0.28125,15340,32
2013-09-02,M,9,0.00031269543464665416,0.6428571428571429,28782,14
2013-10-26,B,9,0.0007813178227276674,0.11688311688311688,11519,77
2017-04-08,Q,9,0.0008415147265077139,0.15789473684210525,10695,57
2018-08-29,R,9,0.0010213345438039039,0.15,8812,60
2017-08-29,X,9,0.0005867014341590613,0.19148936170212766,15340,47
2015-05-07,R,9,0.0010213345438039039,0.2903225806451613,8812,31
2014-10-26,B,9,0.0007813178227276674,0.16666666666666666,11519,54
2013-01-05,M,9,0.00031269543464665416,0.5625,28782,16
2018-03-10,M,9,0.00031269543464665416,0.23684210526315788,28782,38
2017-07-22,R,9,0.0010213345438039039,0.08333333333333333,8812,108
2016-08-11,R,9,0.0010213345438039039,0.1125,8812,80
2017-07-13,X,9,0.0005867014341590613,0.13432835820895522,15340,67
2017-09-22,M,9,0.00031269543464665416,0.36,28782,25
2014-11-22,R,9,0.0010213345438039039,0.19148936170212766,8812,47
2017-11-12,X,9,0.0005867014341590613,0.25,15340,36
2018-10-19,R,9,0.0010213345438039039,0.3,8812,30
2015-04-06,M,9,0.00031269543464665416,0.42857142857142855,28782,21
2013-06-23,B,9,0.0007813178227276674,0.1956521739130435,11519,46
2017-06-23,B,9,0.0007813178227276674,0.19148936170212766,11519,47
2016-07-22,Q,9,0.0008415147265077139,0.16981132075471697,10695,53
2015-05-08,M,9,0.00031269543464665416,0.24324324324324326,28782,37
2014-07-13,X,9,0.0005867014341590613,0.1875,15340,48
2016-09-22,B,9,0.0007813178227276674,0.21428571428571427,11519,42
2015-07-22,R,9,0.0010213345438039039,0.1125,8812,80
2016-04-26,R,8,0.0009078529278256923,0.20512820512820512,8812,39
2015-08-11,Q,8,0.000748013090229079,0.12121212121212122,10695,66
2017-08-17,Q,8,0.000748013090229079,0.1509433962264151,10695,53
2014-05-28,Q,8,0.000748013090229079,0.2,10695,40
2017-04-26,R,8,0.0009078529278256923,0.36363636363636365,8812,22
2018-04-22,B,8,0.0006945047313134821,0.18604651162790697,11519,43
2014-05-22,Q,8,0.000748013090229079,0.1568627450980392,10695,51
2014-01-18,X,8,0.0005215123859191656,0.34782608695652173,15340,23
2018-08-01,B,8,0.0006945047313134821,0.12307692307692308,11519,65
2016-05-23,M,8,0.0002779514974636926,0.4444444444444444,28782,18
2017-08-17,X,8,0.0005215123859191656,0.1509433962264151,15340,53
2018-10-30,M,8,0.0002779514974636926,0.34782608695652173,28782,23
2015-10-20,X,8,0.0005215123859191656,0.27586206896551724,15340,29
2013-08-02,X,8,0.0005215123859191656,0.14814814814814814,15340,54
2018-08-06,Q,8,0.000748013090229079,0.2222222222222222,10695,36
2013-05-09,Q,8,0.000748013090229079,0.21621621621621623,10695,37
2014-10-30,B,8,0.0006945047313134821,0.18604651162790697,11519,43
2018-11-01,R,8,0.0009078529278256923,0.2962962962962963,8812,27
2017-04-27,M,8,0.0002779514974636926,0.36363636363636365,28782,22
2015-08-06,R,8,0.0009078529278256923,0.09090909090909091,8812,88
2018-08-10,B,8,0.0006945047313134821,0.15384615384615385,11519,52
2013-08-11,Q,8,0.000748013090229079,0.16,10695,50
2013-11-06,X,8,0.0005215123859191656,0.47058823529411764,15340,17
2013-11-02,B,8,0.0006945047313134821,0.17777777777777778,11519,45
2017-05-18,R,8,0.0009078529278256923,0.2962962962962963,8812,27
2015-05-03,B,8,0.0006945047313134821,0.17777777777777778,11519,45
2018-11-04,M,8,0.0002779514974636926,0.25806451612903225,28782,31
2018-08-14,B,8,0.0006945047313134821,0.13559322033898305,11519,59
2018-05-02,M,8,0.0002779514974636926,0.42105263157894735,28782,19
2014-11-03,M,8,0.0002779514974636926,0.6666666666666666,28782,12
2016-08-14,R,8,0.0009078529278256923,0.14814814814814814,8812,54
2016-08-10,Q,8,0.000748013090229079,0.10666666666666667,10695,75
2017-01-15,X,8,0.0005215123859191656,0.47058823529411764,15340,17
2015-08-04,R,8,0.0009078529278256923,0.0784313725490196,8812,102
2015-11-03,X,8,0.0005215123859191656,0.26666666666666666,15340,30
2016-05-02,M,8,0.0002779514974636926,0.47058823529411764,28782,17
2013-04-27,B,8,0.0006945047313134821,0.14035087719298245,11519,57
2013-08-18,X,8,0.0005215123859191656,0.17391304347826086,15340,46
2013-11-02,R,8,0.0009078529278256923,0.17777777777777778,8812,45
2015-11-03,R,8,0.0009078529278256923,0.26666666666666666,8812,30
2015-11-03,M,8,0.0002779514974636926,0.26666666666666666,28782,30
2014-08-15,B,8,0.0006945047313134821,0.14814814814814814,11519,54
2017-05-14,X,8,0.0005215123859191656,0.2222222222222222,15340,36
2013-08-18,Q,8,0.000748013090229079,0.17391304347826086,10695,46
2013-08-02,Q,8,0.000748013090229079,0.14814814814814814,10695,54
2018-01-20,M,8,0.0002779514974636926,0.2222222222222222,28782,36
2013-02-02,M,8,0.0002779514974636926,0.42105263157894735,28782,19
2013-05-21,Q,8,0.000748013090229079,0.26666666666666666,10695,30
2016-02-16,M,8,0.0002779514974636926,0.3076923076923077,28782,26
2016-11-02,X,8,0.0005215123859191656,0.36363636363636365,15340,22
2015-05-11,M,8,0.0002779514974636926,0.5333333333333333,28782,15
2018-12-03,M,8,0.0002779514974636926,0.6666666666666666,28782,12
2018-05-05,R,8,0.0009078529278256923,0.1,8812,80
2013-04-29,M,8,0.0002779514974636926,0.7272727272727273,28782,11
2014-08-03,B,8,0.0006945047313134821,0.18181818181818182,11519,44
2018-05-17,X,8,0.0005215123859191656,0.24242424242424243,15340,33
2014-08-13,Q,8,0.000748013090229079,0.14035087719298245,10695,57
2014-08-13,R,8,0.0009078529278256923,0.14035087719298245,8812,57
2016-11-05,B,8,0.0006945047313134821,0.1509433962264151,11519,53
2018-12-22,X,8,0.0005215123859191656,0.3076923076923077,15340,26
2015-12-18,M,8,0.0002779514974636926,0.3333333333333333,28782,24
2017-04-25,M,8,0.0002779514974636926,0.36363636363636365,28782,22
2014-10-31,B,8,0.0006945047313134821,0.13793103448275862,11519,58
2017-08-09,X,8,0.0005215123859191656,0.15384615384615385,15340,52
2014-08-08,R,8,0.0009078529278256923,0.16,8812,50
2018-01-20,R,8,0.0009078529278256923,0.2222222222222222,8812,36
2014-08-03,X,8,0.0005215123859191656,0.18181818181818182,15340,44
2018-04-29,X,8,0.0005215123859191656,0.25806451612903225,15340,31
2018-11-03,R,8,0.0009078529278256923,0.13114754098360656,8812,61
2014-08-12,X,8,0.0005215123859191656,0.13114754098360656,15340,61
2013-12-21,X,8,0.0005215123859191656,0.3333333333333333,15340,24
2013-05-12,Q,8,0.000748013090229079,0.23529411764705882,10695,34
2018-05-06,Q,8,0.000748013090229079,0.19047619047619047,10695,42
2017-08-08,X,8,0.0005215123859191656,0.14545454545454545,15340,55
2017-02-14,M,8,0.0002779514974636926,0.5333333333333333,28782,15
2015-05-06,R,8,0.0009078529278256923,0.2857142857142857,8812,28
2014-07-30,B,8,0.0006945047313134821,0.12698412698412698,11519,63
2015-12-20,M,8,0.0002779514974636926,0.34782608695652173,28782,23
2013-12-04,M,8,0.0002779514974636926,0.5,28782,16
2015-10-30,R,8,0.0009078529278256923,0.25806451612903225,8812,31
2017-08-12,R,8,0.0009078529278256923,0.0784313725490196,8812,102
2015-08-03,B,8,0.0006945047313134821,0.16,11519,50
2016-05-19,R,8,0.0009078529278256923,0.1702127659574468,8812,47
2016-11-03,X,8,0.0005215123859191656,0.27586206896551724,15340,29
2016-05-19,B,8,0.0006945047313134821,0.1702127659574468,11519,47
2013-07-30,B,8,0.0006945047313134821,0.13333333333333333,11519,60
2015-05-24,M,8,0.0002779514974636926,0.23529411764705882,28782,34
2014-08-08,Q,8,0.000748013090229079,0.16,10695,50
2016-08-13,R,8,0.0009078529278256923,0.0761904761904762,8812,105
2014-08-10,X,8,0.0005215123859191656,0.14545454545454545,15340,55
2018-05-20,B,8,0.0006945047313134821,0.1509433962264151,11519,53
2015-11-04,R,8,0.0009078529278256923,0.38095238095238093,8812,21
2014-04-28,X,8,0.0005215123859191656,0.21621621621621623,15340,37
2016-12-21,X,8,0.0005215123859191656,0.4444444444444444,15340,18
2015-05-22,X,8,0.0005215123859191656,0.22857142857142856,15340,35
2015-08-18,R,8,0.0009078529278256923,0.14814814814814814,8812,54
2014-05-18,X,8,0.0005215123859191656,0.16326530612244897,15340,49
2016-04-26,B,8,0.0006945047313134821,0.20512820512820512,11519,39
2014-11-02,Q,8,0.000748013090229079,0.27586206896551724,10695,29
2018-08-05,X,8,0.0005215123859191656,0.12698412698412698,15340,63
2014-02-15,X,8,0.0005215123859191656,0.17777777777777778,15340,45
2017-08-07,B,8,0.0006945047313134821,0.2962962962962963,11519,27
2015-08-10,B,8,0.0006945047313134821,0.17391304347826086,11519,46
2016-07-29,B,8,0.0006945047313134821,0.16666666666666666,11519,48
2018-08-03,R,8,0.0009078529278256923,0.16666666666666666,8812,48
2018-05-01,X,8,0.0005215123859191656,0.3333333333333333,15340,24
2014-11-07,M,8,0.0002779514974636926,0.27586206896551724,28782,29
2013-08-16,Q,8,0.000748013090229079,0.16,10695,50
2017-07-30,X,8,0.0005215123859191656,0.12121212121212122,15340,66
2014-08-20,Q,8,0.000748013090229079,0.1568627450980392,10695,51
2013-05-05,B,8,0.0006945047313134821,0.17391304347826086,11519,46
2017-07-29,R,8,0.0009078529278256923,0.08333333333333333,8812,96
2018-08-13,Q,8,0.000748013090229079,0.21621621621621623,10695,37
2013-08-20,Q,8,0.000748013090229079,0.1568627450980392,10695,51
2013-08-10,R,8,0.0009078529278256923,0.09195402298850575,8812,87
2016-05-20,X,8,0.0005215123859191656,0.20512820512820512,15340,39
2017-05-10,R,8,0.0009078529278256923,0.2962962962962963,8812,27
2015-05-24,X,8,0.0005215123859191656,0.23529411764705882,15340,34
2013-08-16,X,8,0.0005215123859191656,0.16,15340,50
2016-08-18,Q,8,0.000748013090229079,0.11764705882352941,10695,68
2013-08-14,Q,8,0.000748013090229079,0.14814814814814814,10695,54
2015-01-19,B,8,0.0006945047313134821,0.38095238095238093,11519,21
2017-11-01,X,8,0.0005215123859191656,0.5,15340,16
2015-04-28,M,8,0.0002779514974636926,0.4444444444444444,28782,18
2017-05-27,Q,8,0.000748013090229079,0.16,10695,50
2016-05-10,X,8,0.0005215123859191656,0.21621621621621623,15340,37
2013-10-20,Q,8,0.000748013090229079,0.20512820512820512,10695,39
2014-07-05,R,8,0.0009078529278256923,0.11764705882352941,8812,68
2014-08-21,Q,8,0.000748013090229079,0.15384615384615385,10695,52
2018-07-15,R,8,0.0009078529278256923,0.14814814814814814,8812,54
2015-11-21,M,8,0.0002779514974636926,0.16,28782,50
2015-03-15,X,8,0.0005215123859191656,0.4,15340,20
2015-09-21,M,8,0.0002779514974636926,0.5333333333333333,28782,15
2014-07-14,B,8,0.0006945047313134821,0.22857142857142856,11519,35
2014-09-21,Q,8,0.000748013090229079,0.17391304347826086,10695,46
2013-06-21,Q,8,0.000748013090229079,0.16666666666666666,10695,48
2013-06-21,B,8,0.0006945047313134821,0.16666666666666666,11519,48
2014-11-21,M,8,0.0002779514974636926,0.27586206896551724,28782,29
2015-07-14,R,8,0.0009078529278256923,0.13559322033898305,8812,59
2018-09-20,Q,8,0.000748013090229079,0.16,10695,50
2014-12-14,M,8,0.0002779514974636926,0.2857142857142857,28782,28
2016-09-20,X,8,0.0005215123859191656,0.19047619047619047,15340,42
2017-10-22,B,8,0.0006945047313134821,0.16666666666666666,11519,48
2018-09-19,X,8,0.0005215123859191656,0.1951219512195122,15340,41
2018-09-19,R,8,0.0009078529278256923,0.1951219512195122,8812,41
2017-09-19,X,8,0.0005215123859191656,0.25806451612903225,15340,31
2016-12-09,X,8,0.0005215123859191656,0.4,15340,20
2015-06-19,X,8,0.0005215123859191656,0.1702127659574468,15340,47
2018-09-18,R,8,0.0009078529278256923,0.1509433962264151,8812,53
2014-06-19,B,8,0.0006945047313134821,0.11940298507462686,11519,67
2018-03-17,M,8,0.0002779514974636926,0.2,28782,40
2018-03-17,R,8,0.0009078529278256923,0.2,8812,40
2017-01-28,M,8,0.0002779514974636926,0.25,28782,32
2016-07-15,B,8,0.0006945047313134821,0.18181818181818182,11519,44
2015-10-14,M,8,0.0002779514974636926,0.27586206896551724,28782,29
2016-07-15,Q,8,0.000748013090229079,0.18181818181818182,10695,44
2018-09-17,X,8,0.0005215123859191656,0.24242424242424243,15340,33
2017-06-18,B,8,0.0006945047313134821,0.16326530612244897,11519,49
2015-06-18,R,8,0.0009078529278256923,0.12307692307692308,8812,65
2016-02-06,M,8,0.0002779514974636926,0.2857142857142857,28782,28
2015-10-26,M,8,0.0002779514974636926,0.34782608695652173,28782,23
2015-06-21,X,8,0.0005215123859191656,0.17391304347826086,15340,46
2013-03-13,M,8,0.0002779514974636926,0.5714285714285714,28782,14
2017-01-29,X,8,0.0005215123859191656,0.47058823529411764,15340,17
2017-09-24,B,8,0.0006945047313134821,0.17391304347826086,11519,46
2014-11-23,X,8,0.0005215123859191656,0.23529411764705882,15340,34
2014-12-10,X,8,0.0005215123859191656,0.36363636363636365,15340,22
2013-06-23,Q,8,0.000748013090229079,0.17391304347826086,10695,46
2017-03-11,R,8,0.0009078529278256923,0.21052631578947367,8812,38
2018-06-22,X,8,0.0005215123859191656,0.20512820512820512,15340,39
2014-10-26,R,8,0.0009078529278256923,0.14814814814814814,8812,54
2014-09-24,Q,8,0.000748013090229079,0.1951219512195122,10695,41
2015-07-13,Q,8,0.000748013090229079,0.2,10695,40
2018-06-22,B,8,0.0006945047313134821,0.20512820512820512,11519,39
2016-09-23,M,8,0.0002779514974636926,0.2857142857142857,28782,28
2013-12-14,B,8,0.0006945047313134821,0.22857142857142856,11519,35
2015-11-22,X,8,0.0005215123859191656,0.36363636363636365,15340,22
2014-01-05,X,8,0.0005215123859191656,0.5714285714285714,15340,14
2017-07-13,Q,8,0.000748013090229079,0.11940298507462686,10695,67
2013-06-22,X,8,0.0005215123859191656,0.12121212121212122,15340,66
2016-09-22,X,8,0.0005215123859191656,0.19047619047619047,15340,42
2018-07-13,B,8,0.0006945047313134821,0.13333333333333333,11519,60
2016-09-22,R,8,0.0009078529278256923,0.19047619047619047,8812,42
2018-07-13,Q,8,0.000748013090229079,0.13333333333333333,10695,60
2013-03-14,M,8,0.0002779514974636926,0.5,28782,16
2017-06-21,X,8,0.0005215123859191656,0.13333333333333333,15340,60
2015-03-14,M,8,0.0002779514974636926,0.23529411764705882,28782,34
2017-06-21,R,8,0.0009078529278256923,0.13333333333333333,8812,60
2013-09-22,X,8,0.0005215123859191656,0.19047619047619047,15340,42
2018-10-22,M,8,0.0002779514974636926,0.4,28782,20
2016-06-21,B,8,0.0006945047313134821,0.13333333333333333,11519,60
2016-01-28,M,8,0.0002779514974636926,0.5,28782,16
2013-12-28,X,8,0.0005215123859191656,0.38095238095238093,15340,21
2014-09-25,Q,8,0.000748013090229079,0.18604651162790697,10695,43
2018-11-19,M,8,0.0002779514974636926,0.5714285714285714,28782,14
2018-09-09,X,8,0.0005215123859191656,0.1951219512195122,15340,41
2013-03-26,M,8,0.0002779514974636926,0.4444444444444444,28782,18
2018-11-16,R,8,0.0009078529278256923,0.3333333333333333,8812,24
2014-06-13,X,8,0.0005215123859191656,0.24242424242424243,15340,33
2016-09-09,X,8,0.0005215123859191656,0.26666666666666666,15340,30
2016-03-26,B,8,0.0006945047313134821,0.23529411764705882,11519,34
2015-12-08,M,8,0.0002779514974636926,0.3333333333333333,28782,24
2013-06-13,B,8,0.0006945047313134821,0.21052631578947367,11519,38
2015-07-19,X,8,0.0005215123859191656,0.16666666666666666,15340,48
2016-09-08,X,8,0.0005215123859191656,0.17391304347826086,15340,46
2014-12-08,M,8,0.0002779514974636926,0.5,28782,16
2016-10-16,M,8,0.0002779514974636926,0.1702127659574468,28782,47
2018-09-07,R,8,0.0009078529278256923,0.21621621621621623,8812,37
2013-11-16,M,8,0.0002779514974636926,0.18181818181818182,28782,44
2014-06-12,Q,8,0.000748013090229079,0.11267605633802817,10695,71
2015-03-28,M,8,0.0002779514974636926,0.25806451612903225,28782,31
2018-11-15,R,8,0.0009078529278256923,0.2857142857142857,8812,28
2017-03-28,M,8,0.0002779514974636926,0.47058823529411764,28782,17
2014-09-07,X,8,0.0005215123859191656,0.18604651162790697,15340,43
2017-06-11,R,8,0.0009078529278256923,0.12698412698412698,8812,63
2017-11-15,X,8,0.0005215123859191656,0.4444444444444444,15340,18
2014-10-22,Q,8,0.000748013090229079,0.2222222222222222,10695,36
2016-11-15,M,8,0.0002779514974636926,0.42105263157894735,28782,19
2014-03-29,X,8,0.0005215123859191656,0.2962962962962963,15340,27
2014-07-20,B,8,0.0006945047313134821,0.17391304347826086,11519,46
2014-07-20,X,8,0.0005215123859191656,0.17391304347826086,15340,46
2016-09-06,B,8,0.0006945047313134821,0.17391304347826086,11519,46
2018-06-10,R,8,0.0009078529278256923,0.14285714285714285,8812,56
2015-09-06,B,8,0.0006945047313134821,0.2857142857142857,11519,28
